epoch,lr,phase,train_acc,train_loss,val_acc,val_loss,val_macro_f1
1,,frozen,0.14335260115606938,3.148228821726893,0.25833332538604736,2.9880183855692546,0.13256167047597456
2,,frozen,0.2658959537572254,2.833596558377922,0.3333333432674408,2.8225036515129935,0.19121564574586397
3,,frozen,0.36647398843930634,2.5885564001998462,0.4000000059604645,2.59992872344123,0.27155830407027043
1,0.0029672214011007086,finetune,0.43641618497109824,2.1606416316390726,0.4611110985279083,1.890556764602661,0.35446282037473714
2,0.0028703181864639014,finetune,0.5335260115606937,1.62480088052033,0.5527777671813965,1.4737489329444038,0.49170038122686727
3,0.0027135254915624215,finetune,0.607514450867052,1.2825591704748958,0.5944444537162781,1.2792784531911214,0.5624123198372969
4,0.002503695909538288,finetune,0.6763005780346821,1.0565836862332558,0.6277777552604675,1.1841720355881584,0.5983301051278737
5,0.0022500000000000003,finetune,0.7433526011560694,0.8684652645463888,0.644444465637207,1.130002909236484,0.6120310335129139
6,0.0019635254915624217,finetune,0.7583815028901734,0.7603548107808725,0.6777777671813965,1.0876219789187114,0.65681531150067
7,0.0016567926949014808,finetune,0.7872832369942196,0.6677462112007803,0.6277777552604675,1.1069960991541545,0.6077827189845445
8,0.0013432073050985206,finetune,0.8323699421965318,0.5737479667443072,0.6499999761581421,1.0249577509032355,0.6292762733172109
9,0.0010364745084375795,finetune,0.846820809248555,0.5306550749464531,0.6583333611488342,1.034060079521603,0.6346103449945774
