epoch,lr,phase,train_acc,train_loss,val_acc,val_loss,val_macro_f1
1,,frozen,0.29826589595375724,2.6662565148634716,0.46388888359069824,2.238523319032457,0.3703793852153882
2,,frozen,0.5520231213872833,1.8251569268331362,0.5361111164093018,1.9464997132619222,0.4755766640765
3,,frozen,0.6566473988439306,1.470356590899429,0.5638889074325562,1.7374791648652819,0.532874885042782
4,,frozen,0.7115606936416184,1.2397159689423667,0.5833333134651184,1.5936764862802293,0.5517045360773709
5,,frozen,0.7630057803468208,1.0854226696697962,0.5777778029441833,1.5587666763199701,0.5442162557740092
1,9.890738003669029e-05,finetune,0.7855491329479769,0.7485872853008998,0.6499999761581421,1.1226642376846738,0.6329390084920993
2,9.567727288213005e-05,finetune,0.9404624277456647,0.27796704424599,0.6416666507720947,1.3746536221769121,0.6226203761168839
3,9.045084971874738e-05,finetune,0.976878612716763,0.13319875811565818,0.6527777910232544,1.2520513819323646,0.6343050310924744
4,8.345653031794292e-05,finetune,0.9855491329479769,0.08251888781269162,0.6416666507720947,1.2851316114266713,0.6231054810735134
5,7.500000000000001e-05,finetune,0.9820809248554914,0.07390441599953382,0.6499999761581421,1.374376631445355,0.6348573203952715
6,6.545084971874738e-05,finetune,0.9907514450867052,0.04995998435712963,0.6638888716697693,1.2982298337750964,0.6455479286932052
7,5.522642316338269e-05,finetune,0.9872832369942196,0.04369679465459261,0.6472222208976746,1.35584084921413,0.6373886141512891
8,4.4773576836617344e-05,finetune,0.9878612716763006,0.03952732039023341,0.6305555701255798,1.395189564757877,0.6105533483391331
9,3.454915028125264e-05,finetune,0.9901734104046243,0.033067218907651186,0.6416666507720947,1.4017968939410315,0.6218299915958534
